user_id,join_date,state,status,acquisition_channel,snapshot_date
U00085,2025-02-01,NC,active,google_search,2026-05-25
U00086,2021-09-24,NV,active,google_display,2021-09-24
U00086,2021-09-24,NV,active,google_display,2026-05-25
U00087,2024-03-02,CA,active,google_display,2024-03-02
U00087,2024-03-02,CA,active,google_display,2026-05-25
U00088,2022-11-30,TN,active,,2022-11-30
U00088,2022-11-30,TN,active,,2026-05-25
U00089,2022-04-30,GA,active,facebook,2022-04-30
U00089,2022-04-30,GA,paused,facebook,2025-08-15
U00089,2022-04-30,GA,paused,facebook,2026-05-25
U00090,2025-11-13,TX,active,google_search,2025-11-13
U00090,2025-11-13,TX,active,google_search,2026-05-25
U00091,2022-07-13,GA,active,google_search,2022-07-13
U00091,2022-07-13,GA,active,google_search,2026-05-25
U00092,2022-06-29,NV,active,google_search,2022-06-29
U00092,2022-06-29,NV,active,google_search,2026-05-25
U00093,2024-07-12,WA,active,google_display,2024-07-12
U00093,2024-07-12,WA,active,google_display,2026-05-25
U00094,2021-10-25,OR,active,organic,2021-10-25
U00094,2021-10-25,OR,active,organic,2026-05-25
U00095,2025-10-29,OH,active,google_search,2025-10-29
U00095,2025-10-29,OH,active,google_search,2026-05-25
U00096,2023-08-19,TX,active,facebook,2023-08-19
U00096,2023-08-19,TX,active,facebook,2026-05-25
U00097,2025-12-17,NC,active,google_search,2025-12-17
U00097,2025-12-17,NC,active,google_search,2026-05-25
U00098,2022-04-20,MI,active,tiktok,2022-04-20
U00098,2022-04-20,MI,active,tiktok,2026-05-25
U00099,2026-02-19,WA,active,organic,2026-02-19
U00099,2026-02-19,WA,active,organic,2026-05-25
U00100,2026-02-14,OH,active,tiktok,2026-02-14
U00100,2026-02-14,OH,active,tiktok,2026-05-25
U00101,2025-09-22,MN,active,google_search,2025-09-22
U00101,2025-09-22,MN,active,google_search,2026-05-25
U00102,2022-07-01,NC,active,google_search,2022-07-01
U00102,2022-07-01,NC,active,google_search,2026-05-25
U00103,2025-05-20,PA,active,facebook,2025-05-20
U00103,2025-05-20,PA,active,facebook,2026-05-25
U00104,2025-02-05,UT,active,instagram,2025-02-05
U00104,2025-02-05,UT,active,instagram,2026-05-25
U00105,2024-03-26,TX,active,google_search,2024-03-26
U00105,2024-03-26,TX,active,google_search,2026-05-25
U00106,2021-12-22,FL,active,referral,2021-12-22
U00106,2021-12-22,FL,active,referral,2026-05-25
U00107,2025-10-28,VA,active,,2025-10-28
U00107,2025-10-28,VA,active,,2026-05-25
U00108,2022-12-14,MN,active,instagram,2022-12-14
U00108,2022-12-14,MN,active,instagram,2026-05-25
U00109,2022-03-02,TX,active,organic,2022-03-02
U00109,2022-03-02,TX,active,organic,2026-05-25
U00110,2021-08-30,NY,active,,2021-08-30
U00110,2021-08-30,NY,active,,2026-05-25
U00111,2022-07-13,PA,active,google_display,2022-07-13
U00111,2022-07-13,PA,active,google_display,2026-05-25
U00112,2023-10-17,VA,active,google_search,2023-10-17
U00112,2023-10-17,VA,active,google_search,2026-05-25
U00113,2023-11-15,MI,active,google_search,2023-11-15
U00113,2023-11-15,MI,active,google_search,2026-05-25
U00114,2023-09-03,FL,active,google_search,2023-09-03
U00114,2023-09-03,FL,active,google_search,2026-05-25
U00115,2023-03-09,MI,active,google_search,2023-03-09
U00115,2023-03-09,MI,active,google_search,2026-05-25
U00116,2023-02-24,UT,active,google_search,2023-02-24
U00116,2023-02-24,UT,active,google_search,2026-05-25
U00117,2022-11-29,MI,active,referral,2022-11-29
U00117,2022-11-29,MI,active,referral,2026-05-25
U00118,2023-05-19,AZ,active,google_search,2023-05-19
U00118,2023-05-19,AZ,active,google_search,2026-05-25
U00119,2025-10-27,MA,active,instagram,2025-10-27
U00119,2025-10-27,MA,active,instagram,2026-05-25
U00120,2025-12-03,MA,active,google_search,2025-12-03
U00120,2025-12-03,MA,active,google_search,2026-05-25
U00121,2022-10-30,FL,active,google_search,2022-10-30
U00121,2022-10-30,FL,active,google_search,2026-05-25
U00122,2022-06-11,VA,active,google_search,2022-06-11
U00122,2022-06-11,VA,active,google_search,2026-05-25
U00123,2023-04-20,OR,active,google_search,2023-04-20
U00123,2023-04-20,OR,active,google_search,2026-05-25
U00124,2021-09-21,WA,active,,2021-09-21
U00124,2021-09-21,WA,active,,2026-05-25
U00125,2022-06-14,NV,active,google_search,2022-06-14
U00125,2022-06-14,NV,active,google_search,2026-05-25
U00126,2023-09-06,FL,active,,2023-09-06
U00126,2023-09-06,FL,active,,2026-05-25
U00127,2024-07-06,WA,active,google_display,2024-07-06
U00127,2024-07-06,WA,active,google_display,2026-05-25
U00128,2021-09-10,NV,active,facebook,2021-09-10
U00128,2021-09-10,NV,active,facebook,2026-05-25
U00129,2026-02-23,TN,active,tiktok,2026-02-23
U00129,2026-02-23,TN,paused,tiktok,2026-05-24
U00129,2026-02-23,TN,paused,tiktok,2026-05-25
U00130,2022-07-08,UT,active,,2022-07-08
U00130,2022-07-08,UT,active,,2026-05-25
U00131,2025-11-28,OR,active,google_display,2025-11-28
U00131,2025-11-28,OR,active,google_display,2026-05-25
U00132,2023-08-30,PA,active,instagram,2023-08-30
U00132,2023-08-30,PA,active,instagram,2026-05-25
U00133,2026-03-23,NV,active,referral,2026-03-23
U00133,2026-03-23,NV,active,referral,2026-05-25
U00134,2025-12-14,AZ,active,facebook,2025-12-14
U00134,2025-12-14,AZ,active,facebook,2026-05-25
U00135,2022-04-13,FL,active,google_search,2022-04-13
U00135,2022-04-13,FL,paused,google_search,2025-03-20
U00135,2022-04-13,FL,paused,google_search,2026-05-25
U00136,2022-07-11,GA,active,,2022-07-11
U00136,2022-07-11,GA,active,,2026-05-25
U00137,2025-06-26,MN,active,google_search,2025-06-26
U00137,2025-06-26,MN,active,google_search,2026-05-25
U00138,2025-10-24,TN,active,facebook,2025-10-24
U00138,2025-10-24,TN,active,facebook,2026-05-25
U00139,2024-11-28,AZ,active,google_search,2024-11-28
U00139,2024-11-28,AZ,active,google_search,2026-05-25
U00140,2024-02-14,OR,active,organic,2024-02-14
U00140,2024-02-14,OR,paused,organic,2024-09-12
U00140,2024-02-14,OR,paused,organic,2026-05-25
U00141,2022-10-21,AZ,active,google_search,2022-10-21
U00141,2022-10-21,AZ,paused,google_search,2026-03-13
U00141,2022-10-21,AZ,paused,google_search,2026-05-25
U00142,2022-11-09,UT,active,referral,2022-11-09
U00142,2022-11-09,UT,active,referral,2026-05-25
U00143,2024-05-04,PA,active,google_display,2024-05-04
U00143,2024-05-04,PA,active,google_display,2026-05-25
U00144,2024-06-30,TX,active,organic,2024-06-30
U00144,2024-06-30,TX,active,organic,2026-05-25
U00145,2022-06-15,CA,active,facebook,2022-06-15
U00145,2022-06-15,CA,paused,facebook,2023-12-23
U00145,2022-06-15,CA,paused,facebook,2026-05-25
U00146,2026-04-20,MN,active,google_display,2026-04-20
U00146,2026-04-20,MN,active,google_display,2026-05-25
U00147,2023-12-16,WA,active,organic,2023-12-16
U00147,2023-12-16,WA,active,organic,2026-05-25
U00148,2022-08-22,PA,active,google_search,2022-08-22
U00148,2022-08-22,PA,active,google_search,2026-05-25
U00149,2022-10-27,CA,active,google_display,2022-10-27
U00149,2022-10-27,CA,active,google_display,2026-05-25
U00150,2026-01-15,VA,active,google_search,2026-01-15
U00150,2026-01-15,VA,active,google_search,2026-05-25
U00151,2024-05-26,AZ,active,instagram,2024-05-26
U00151,2024-05-26,AZ,active,instagram,2026-05-25
U00152,2025-10-26,TN,active,facebook,2025-10-26
U00152,2025-10-26,TN,active,facebook,2026-05-25
U00153,2025-02-12,OH,active,instagram,2025-02-12
U00153,2025-02-12,OH,active,instagram,2026-05-25
U00154,2021-11-03,UT,active,facebook,2021-11-03
U00154,2021-11-03,UT,active,facebook,2026-05-25
U00155,2022-09-01,NV,active,google_search,2022-09-01
U00155,2022-09-01,NV,active,google_search,2026-05-25
U00156,2022-12-17,NV,active,facebook,2022-12-17
U00156,2022-12-17,NV,active,facebook,2026-05-25
U00157,2024-03-05,WA,active,tiktok,2024-03-05
U00157,2024-03-05,WA,active,tiktok,2026-05-25
U00158,2022-02-21,CA,active,google_display,2022-02-21
U00158,2022-02-21,CA,active,google_display,2026-05-25
U00159,2023-03-28,TN,active,google_display,2023-03-28
U00159,2023-03-28,TN,active,google_display,2026-05-25
U00160,2024-06-23,UT,active,organic,2024-06-23
U00160,2024-06-23,UT,active,organic,2026-05-25
U00161,2021-07-02,MA,active,referral,2021-07-02
U00161,2021-07-02,MA,active,referral,2026-05-25
U00162,2024-11-28,CO,active,facebook,2024-11-28
U00162,2024-11-28,CO,active,facebook,2026-05-25
U00163,2025-09-25,GA,active,google_display,2025-09-25
U00163,2025-09-25,GA,active,google_display,2026-05-25
U00164,2022-08-01,NC,active,google_search,2022-08-01
U00164,2022-08-01,NC,active,google_search,2026-05-25
U00165,2024-12-22,MA,active,facebook,2024-12-22
U00165,2024-12-22,MA,active,facebook,2026-05-25
U00166,2022-09-01,FL,active,organic,2022-09-01
U00166,2022-09-01,FL,active,organic,2026-05-25
U00167,2025-05-26,OH,active,facebook,2025-05-26
U00167,2025-05-26,OH,active,facebook,2026-05-25
U00168,2024-05-09,CA,active,facebook,2024-05-09
U00168,2024-05-09,CA,active,facebook,2026-05-25
U00169,2022-11-06,NC,active,referral,2022-11-06
U00169,2022-11-06,NC,active,referral,2026-05-25
U00170,2024-03-19,MN,active,organic,2024-03-19
U00170,2024-03-19,MN,active,organic,2026-05-25
U00171,2021-12-09,OH,active,,2021-12-09
U00171,2021-12-09,OH,active,,2026-05-25
U00172,2023-03-28,IL,active,instagram,2023-03-28
U00172,2023-03-28,IL,active,instagram,2026-05-25
U00173,2022-12-20,FL,active,google_search,2022-12-20
U00173,2022-12-20,FL,active,google_search,2026-05-25
U00174,2024-11-20,PA,active,instagram,2024-11-20
U00174,2024-11-20,PA,active,instagram,2026-05-25
U00175,2022-09-23,WA,active,instagram,2022-09-23
U00175,2022-09-23,WA,active,instagram,2026-05-25
U00176,2023-11-15,FL,active,instagram,2023-11-15
U00176,2023-11-15,FL,active,instagram,2026-05-25
U00177,2022-03-12,NC,active,google_search,2022-03-12
U00177,2022-03-12,NC,active,google_search,2026-05-25
U00178,2023-12-23,PA,active,google_display,2023-12-23
U00178,2023-12-23,PA,active,google_display,2026-05-25
U00179,2022-12-10,WA,active,referral,2022-12-10
U00179,2022-12-10,WA,active,referral,2026-05-25
U00180,2025-02-27,MA,active,facebook,2025-02-27
U00180,2025-02-27,MA,active,facebook,2026-05-25
U00181,2021-11-20,OH,active,tiktok,2021-11-20
U00181,2021-11-20,OH,active,tiktok,2026-05-25
U00182,2026-01-25,NC,active,facebook,2026-01-25
U00182,2026-01-25,NC,active,facebook,2026-05-25
U00183,2022-06-22,MA,active,instagram,2022-06-22
U00183,2022-06-22,MA,active,instagram,2026-05-25
U00184,2024-04-20,VA,active,google_display,2024-04-20
U00184,2024-04-20,VA,churned,google_display,2025-12-31
U00184,2024-04-20,VA,churned,google_display,2026-05-25
U00185,2021-12-10,NC,active,organic,2021-12-10
U00185,2021-12-10,NC,active,organic,2026-05-25
U00186,2023-07-20,VA,active,google_display,2023-07-20
U00186,2023-07-20,VA,active,google_display,2026-05-25
U00187,2025-09-07,GA,active,,2025-09-07
U00187,2025-09-07,GA,active,,2026-05-25
U00188,2023-11-16,OH,active,google_search,2023-11-16
U00188,2023-11-16,OH,active,google_search,2026-05-25
U00189,2026-04-10,UT,active,facebook,2026-04-10
U00189,2026-04-10,UT,active,facebook,2026-05-25
U00190,2022-11-17,CO,active,tiktok,2022-11-17
U00190,2022-11-17,CO,active,tiktok,2026-05-25
U00191,2022-01-23,IL,active,google_search,2022-01-23
U00191,2022-01-23,IL,active,google_search,2026-05-25
U00192,2023-07-13,MI,active,referral,2023-07-13
U00192,2023-07-13,MI,active,referral,2026-05-25
U00193,2023-12-16,UT,active,google_search,2023-12-16
U00193,2023-12-16,UT,active,google_search,2026-05-25
U00194,2025-11-13,NV,active,google_display,2025-11-13
U00194,2025-11-13,NV,active,google_display,2026-05-25
U00195,2021-09-02,NC,active,facebook,2021-09-02
U00195,2021-09-02,NC,active,facebook,2026-05-25
U00196,2022-01-09,NC,active,referral,2022-01-09
U00196,2022-01-09,NC,active,referral,2026-05-25
U00197,2026-05-02,UT,active,google_search,2026-05-02
U00197,2026-05-02,UT,active,google_search,2026-05-25
U00198,2021-06-20,VA,active,instagram,2021-06-20
U00198,2021-06-20,VA,churned,instagram,2025-06-19
U00198,2021-06-20,VA,churned,instagram,2026-05-25
U00199,2025-10-08,OR,active,instagram,2025-10-08
U00199,2025-10-08,TX,active,instagram,2026-04-13
U00199,2025-10-08,TX,active,instagram,2026-05-25
U00200,2023-07-29,MN,active,google_display,2023-07-29
U00200,2023-07-29,MN,active,google_display,2026-05-25
U00201,2021-07-25,FL,active,referral,2021-07-25
U00201,2021-07-25,FL,paused,referral,2025-12-20
U00201,2021-07-25,FL,paused,referral,2026-05-25
U00202,2024-07-02,TX,active,google_search,2024-07-02
U00202,2024-07-02,TX,active,google_search,2026-05-25
U00203,2024-10-11,VA,active,google_display,2024-10-11
U00203,2024-10-11,VA,active,google_display,2026-05-25
U00204,2022-11-25,MI,active,google_search,2022-11-25
U00204,2022-11-25,MI,active,google_search,2026-05-25
U00205,2024-03-25,CO,active,google_search,2024-03-25
U00205,2024-03-25,CO,churned,google_search,2025-11-11
U00205,2024-03-25,CO,churned,google_search,2026-05-25
U00206,2026-02-19,NV,active,referral,2026-02-19
U00206,2026-02-19,NV,active,referral,2026-05-25
U00207,2023-02-21,UT,active,organic,2023-02-21
U00207,2023-02-21,UT,active,organic,2026-05-25
U00208,2023-10-04,NC,active,facebook,2023-10-04
U00208,2023-10-04,NC,churned,facebook,2026-04-20
U00208,2023-10-04,NC,churned,facebook,2026-05-25
U00209,2022-11-30,VA,active,google_search,2022-11-30
U00209,2022-11-30,VA,active,google_search,2026-05-25
U00210,2021-11-21,PA,active,facebook,2021-11-21
U00210,2021-11-21,PA,active,facebook,2026-05-25
U00211,2025-06-03,WA,active,facebook,2025-06-03
U00211,2025-06-03,WA,churned,facebook,2025-08-13
U00211,2025-06-03,WA,churned,facebook,2026-05-25
U00212,2025-07-15,TN,active,instagram,2025-07-15
U00212,2025-07-15,TN,active,instagram,2026-05-25
U00213,2025-05-10,OR,active,,2025-05-10
U00213,2025-05-10,OR,active,,2026-05-25
U00214,2021-06-24,PA,active,facebook,2021-06-24
U00214,2021-06-24,PA,churned,facebook,2022-06-30
U00214,2021-06-24,PA,churned,facebook,2026-05-25
U00215,2023-06-24,MA,active,google_display,2023-06-24
U00215,2023-06-24,MA,active,google_display,2026-05-25
U00216,2023-09-10,MI,active,facebook,2023-09-10
U00216,2023-09-10,MI,active,facebook,2026-05-25
U00217,2022-01-05,PA,active,instagram,2022-01-05
U00217,2022-01-05,PA,active,instagram,2026-05-25
U00218,2022-01-02,MN,active,organic,2022-01-02
U00218,2022-01-02,MN,active,organic,2026-05-25
U00219,2024-11-24,CA,active,instagram,2024-11-24
U00219,2024-11-24,CA,active,instagram,2026-05-25
U00220,2024-02-26,PA,active,google_display,2024-02-26
U00220,2024-02-26,PA,active,google_display,2026-05-25
U00221,2021-10-16,OH,active,,2021-10-16
U00221,2021-10-16,OH,active,,2026-05-25
U00222,2024-01-01,MA,active,organic,2024-01-01
U00222,2024-01-01,MA,active,organic,2026-05-25
U00223,2022-09-02,OR,active,facebook,2022-09-02
U00223,2022-09-02,OR,active,facebook,2026-05-25
U00224,2022-06-21,UT,active,google_display,2022-06-21
U00224,2022-06-21,UT,active,google_display,2026-05-25
U00225,2022-08-31,NC,active,instagram,2022-08-31
U00225,2022-08-31,NC,active,instagram,2026-05-25
U00226,2024-05-08,CA,active,referral,2024-05-08
U00226,2024-05-08,CA,churned,referral,2025-09-13
U00226,2024-05-08,CA,churned,referral,2026-05-25
U00227,2026-04-14,PA,active,organic,2026-04-14
U00227,2026-04-14,PA,active,organic,2026-05-25
U00228,2026-02-23,VA,active,tiktok,2026-02-23
U00228,2026-02-23,VA,active,tiktok,2026-05-25
U00229,2023-06-11,VA,active,google_display,2023-06-11
U00229,2023-06-11,VA,active,google_display,2026-05-25
U00230,2026-03-27,NC,active,google_search,2026-03-27
U00230,2026-03-27,NC,active,google_search,2026-05-25
U00231,2022-08-22,MI,active,google_display,2022-08-22
U00231,2022-08-22,MI,active,google_display,2026-05-25
U00232,2021-12-23,NV,active,organic,2021-12-23
U00232,2021-12-23,NV,active,organic,2026-05-25
U00233,2024-12-02,NV,active,organic,2024-12-02
U00233,2024-12-02,NV,active,organic,2026-05-25
U00234,2025-10-01,PA,active,google_search,2025-10-01
U00234,2025-10-01,PA,active,google_search,2026-05-25
U00235,2021-07-11,CO,active,google_display,2021-07-11
U00235,2021-07-11,CO,active,google_display,2026-05-25
U00236,2024-02-12,PA,active,google_search,2024-02-12
U00236,2024-02-12,PA,active,google_search,2026-05-25
U00237,2024-12-23,PA,active,organic,2024-12-23
U00237,2024-12-23,PA,active,organic,2026-05-25
U00238,2025-02-03,WA,active,organic,2025-02-03
U00238,2025-02-03,WA,active,organic,2026-05-25
U00239,2026-01-19,WA,active,google_search,2026-01-19
U00239,2026-01-19,WA,active,google_search,2026-05-25
U00240,2025-09-29,FL,active,facebook,2025-09-29
U00240,2025-09-29,FL,active,facebook,2026-05-25
U00241,2025-12-29,PA,active,tiktok,2025-12-29
U00241,2025-12-29,PA,active,tiktok,2026-05-25
U00242,2024-10-10,MI,active,referral,2024-10-10
U00242,2024-10-10,MI,active,referral,2026-05-25
U00243,2025-06-01,MN,active,,2025-06-01
U00243,2025-06-01,MN,paused,,2025-12-13
U00243,2025-06-01,MN,paused,,2026-05-25
U00244,2026-03-26,MI,active,google_search,2026-03-26
U00244,2026-03-26,MI,active,google_search,2026-05-25
U00245,2021-12-24,NV,active,instagram,2021-12-24
U00245,2021-12-24,NV,active,instagram,2026-05-25
